pad_scraped,pad_Neighborhood,pad_Count Listings,pad_Med. Price/mo.,pad_Avg. Price/mo.,pad_Avg. Beds,pad_Med. Price/mo./Bed,pad_Avg. Price/mo./Bed
2013-03-18,South Boston Waterfront,9,3125.0,3527.78,1.78,1757.81,1984.38
2013-03-18,South End,80,2700.0,3048.75,1.59,1700.79,1920.47
2013-03-18,West End,14,3200.0,3335.71,1.71,1866.67,1945.83
2013-03-18,West Roxbury,12,1550.0,1450.0,1.83,845.45,790.91
2013-04-18,Allston,176,1987.5,2332.67,2.37,838.85,984.53
2013-04-18,Back Bay,147,2500.0,2854.25,1.2,2088.07,2383.95
2013-04-18,Bay Village,4,1712.5,2462.5,0.75,2283.33,3283.33
2013-04-18,Beacon Hill,60,2500.0,2903.33,1.38,1807.23,2098.8
2013-04-18,Brighton,259,1900.0,2221.91,2.29,829.85,970.45
2013-04-18,Charlestown,24,2550.0,2835.42,1.71,1492.68,1659.76
2013-04-18,Chinatown,6,2850.0,2800.0,1.67,1710.0,1680.0
2013-04-18,Dorchester,49,1850.0,1935.71,1.98,934.54,977.84
2013-04-18,Downtown,34,2800.0,2992.65,1.47,1904.0,2035.0
2013-04-18,East Boston,23,1750.0,2010.87,2.43,718.75,825.89
2013-04-18,Fenway,163,2000.0,2266.41,1.36,1475.11,1671.61
2013-04-18,Hyde Park,3,1225.0,1250.0,1.33,918.75,937.5
2013-04-18,Jamaica Plain,41,2000.0,2089.02,2.1,953.49,995.93
2013-04-18,Leather District,2,3275.0,3275.0,1.5,2183.33,2183.33
2013-04-18,Longwood Medical Area,4,2775.0,2718.75,2.25,1233.33,1208.33
2013-04-18,Mattapan,5,1600.0,1650.0,3.0,533.33,550.0
2013-04-18,Mission Hill,51,2850.0,2842.65,2.61,1092.86,1090.04
2013-04-18,North End,37,2600.0,2850.68,1.89,1374.29,1506.79
2013-04-18,Roslindale,13,1800.0,1926.92,2.62,688.24,736.76
2013-04-18,Roxbury,35,2200.0,2356.43,2.11,1040.54,1114.53
2013-04-18,South Boston,46,2600.0,2531.52,1.98,1314.29,1279.67
2013-04-18,South Boston Waterfront,9,3125.0,3283.33,1.44,2163.46,2273.08
2013-04-18,South End,84,2725.0,2917.86,1.48,1845.97,1976.61
2013-04-18,West End,11,2850.0,3086.36,1.36,2090.0,2263.33
2013-04-18,West Roxbury,14,1687.5,2114.29,2.14,787.5,986.67
2013-05-18,Allston,252,2300.0,2426.88,2.66,863.79,911.44
2013-05-18,Back Bay,159,3000.0,3325.16,1.62,1848.84,2049.22
2013-05-18,Bay Village,12,2700.0,2935.42,1.67,1620.0,1761.25
2013-05-18,Beacon Hill,79,2500.0,2811.08,1.63,1531.01,1721.51
2013-05-18,Brighton,334,2000.0,2247.6,2.45,816.63,917.73
2013-05-18,Charlestown,37,2600.0,2827.03,1.7,1526.98,1660.32
2013-05-18,Chinatown,12,3137.5,3270.83,1.5,2091.67,2180.56
2013-05-18,Dorchester,89,1750.0,1882.87,2.21,790.61,850.63
2013-05-18,Downtown,57,3275.0,3631.14,1.65,1985.9,2201.86
2013-05-18,East Boston,32,1787.5,1861.72,2.16,828.99,863.41
2013-05-18,Fenway,148,2475.0,2795.78,1.94,1276.31,1441.72
2013-05-18,Hyde Park,9,1475.0,1530.56,1.78,829.69,860.94
2013-05-18,Jamaica Plain,77,2200.0,2272.08,2.55,864.29,892.6
2013-05-18,Leather District,3,3500.0,4000.0,1.33,2625.0,3000.0
2013-05-18,Longwood Medical Area,4,2500.0,2468.75,2.5,1000.0,987.5
2013-05-18,Mattapan,8,1475.0,1431.25,2.5,590.0,572.5
2013-05-18,Mission Hill,63,2700.0,2821.83,2.6,1037.2,1083.99
2013-05-18,North End,73,2500.0,2753.77,1.77,1414.73,1558.33
2013-05-18,Roslindale,24,1587.5,1721.88,2.29,692.73,751.36
2013-05-18,Roxbury,46,2600.0,2557.61,2.48,1049.12,1032.02
2013-05-18,South Boston,67,2600.0,2644.78,2.03,1280.88,1302.94
2013-05-18,South Boston Waterfront,12,2600.0,3037.5,1.58,1642.11,1918.42
2013-05-18,South End,96,2700.0,2990.36,1.72,1570.91,1739.85
2013-05-18,West End,20,3400.0,3336.25,1.6,2125.0,2085.16
2013-05-18,West Roxbury,23,1600.0,1722.83,1.61,994.59,1070.95
2013-06-18,Allston,332,1800.0,2127.86,2.1,858.62,1015.01
2013-06-18,Back Bay,220,2600.0,3058.07,1.22,2134.33,2510.35
2013-06-18,Bay Village,11,2200.0,2234.09,1.27,1728.57,1755.36
2013-06-18,Beacon Hill,108,2325.0,2562.5,1.16,2008.8,2214.0
2013-06-18,Brighton,551,1950.0,2218.78,2.39,814.59,926.88
2013-06-18,Charlestown,42,2475.0,2582.74,1.62,1528.68,1595.22
2013-06-18,Chinatown,17,2300.0,2776.47,1.29,1777.27,2145.45
2013-06-18,Dorchester,76,1812.5,1813.16,2.16,839.94,840.24
2013-06-18,Downtown,77,3100.0,3364.61,1.38,2251.89,2444.1
2013-06-18,East Boston,45,1800.0,1921.67,2.29,786.41,839.56
2013-06-18,Fenway,224,1937.5,2247.21,1.24,1566.79,1817.24
2013-06-18,Hyde Park,8,1300.0,1481.25,1.5,866.67,987.5
2013-06-18,Jamaica Plain,103,2400.0,2321.12,2.4,1000.81,967.91
2013-06-18,Leather District,4,3250.0,3225.0,0.75,4333.33,4300.0
2013-06-18,Longwood Medical Area,9,1900.0,1991.67,1.67,1140.0,1195.0
2013-06-18,Mattapan,8,1700.0,1750.0,3.25,523.08,538.46
2013-06-18,Mission Hill,66,2225.0,2694.7,2.41,923.58,1118.55
2013-06-18,North End,114,2600.0,2688.6,1.68,1551.83,1604.71
2013-06-18,Roslindale,23,1625.0,1879.35,2.39,679.55,785.91
2013-06-18,Roxbury,57,2100.0,2417.98,2.39,880.15,1013.42
2013-06-18,South Boston,87,2700.0,2624.71,1.93,1398.21,1359.23
2013-06-18,South Boston Waterfront,10,2450.0,2510.0,1.2,2041.67,2091.67
2013-06-18,South End,141,2850.0,3069.68,1.55,1843.35,1985.44
2013-06-18,West End,22,2925.0,3067.05,1.23,2383.33,2499.07
2013-06-18,West Roxbury,33,1700.0,1850.0,1.91,890.48,969.05
2013-07-18,Allston,254,1962.5,2244.78,2.19,894.93,1023.65
2013-07-18,Back Bay,221,2600.0,2892.76,1.2,2160.15,2403.38
2013-07-18,Bay Village,9,2200.0,2158.33,1.11,1980.0,1942.5
2013-07-18,Beacon Hill,92,2400.0,2519.29,1.27,1887.18,1980.98
2013-07-18,Brighton,521,1925.0,2175.14,2.35,819.38,925.86
2013-07-18,Charlestown,43,2700.0,2772.09,1.7,1590.41,1632.88
2013-07-18,Chinatown,19,1800.0,2164.47,1.26,1425.0,1713.54
2013-07-18,Dorchester,58,1750.0,1848.28,2.17,805.56,850.79
2013-07-18,Downtown,72,3137.5,3431.94,1.36,2305.1,2521.43
2013-07-18,East Boston,43,1875.0,1926.74,2.51,746.53,767.13
2013-07-18,Fenway,203,2100.0,2407.27,1.36,1538.99,1764.17
2013-07-18,Hyde Park,10,1725.0,1645.0,2.0,862.5,822.5
2013-07-18,Jamaica Plain,74,2300.0,2295.61,2.34,983.82,981.94
2013-07-18,Longwood Medical Area,7,1750.0,2150.0,1.57,1113.64,1368.18
2013-07-18,Mattapan,9,1600.0,1486.11,2.89,553.85,514.42
2013-07-18,Mission Hill,48,2400.0,2338.02,2.1,1140.59,1111.14
2013-07-18,North End,88,2500.0,2634.38,1.66,1506.85,1587.84
2013-07-18,Roslindale,33,1600.0,1809.09,2.3,694.74,785.53
2013-07-18,Roxbury,49,2000.0,2192.86,2.06,970.3,1063.86
2013-07-18,South Boston,106,2500.0,2608.96,1.93,1292.68,1349.02
2013-07-18,South Boston Waterfront,10,2475.0,2610.0,0.9,2750.0,2900.0
2013-07-18,South End,132,2800.0,3133.14,1.6,1751.66,1960.07
2013-07-18,West End,18,2800.0,2968.06,1.11,2520.0,2671.25
2013-07-18,West Roxbury,14,2025.0,2083.93,2.43,833.82,858.09
2013-08-18,Allston,240,1887.5,2171.67,2.2,859.58,988.99
2013-08-18,Back Bay,219,2900.0,3112.33,1.42,2042.12,2191.64
2013-08-18,Bay Village,16,2125.0,2300.0,1.19,1789.47,1936.84
2013-08-18,Beacon Hill,94,2450.0,2525.53,1.16,2112.84,2177.98
2013-08-18,Brighton,383,2000.0,2217.56,2.43,823.66,913.25
2013-08-18,Charlestown,50,2475.0,2565.0,1.64,1509.15,1564.02
2013-08-18,Chinatown,11,2600.0,2938.64,0.91,2860.0,3232.5
2013-08-18,Dorchester,41,1750.0,1907.32,2.34,747.4,814.58
2013-08-18,Downtown,68,2900.0,3178.31,1.34,2167.03,2375.0
2013-08-18,East Boston,42,1687.5,1807.74,2.24,753.99,807.71
2013-08-18,Fenway,155,2150.0,2486.77,1.49,1442.64,1668.61
2013-08-18,Hyde Park,2,1450.0,1450.0,2.0,725.0,725.0
2013-08-18,Jamaica Plain,51,2400.0,2315.2,2.47,971.43,937.1
2013-08-18,Longwood Medical Area,5,2000.0,2280.0,2.4,833.33,950.0
2013-08-18,Mattapan,10,1600.0,1587.5,3.1,516.13,512.1
2013-08-18,Mission Hill,31,2275.0,2359.68,1.94,1175.42,1219.17
2013-08-18,North End,82,2600.0,2657.62,1.71,1522.86,1556.61
2013-08-18,Roslindale,26,1587.5,1863.46,1.88,842.35,988.78
2013-08-18,Roxbury,56,2237.5,2354.91,2.52,888.65,935.28
2013-08-18,South Boston,136,2475.0,2554.41,2.11,1172.82,1210.45
2013-08-18,South Boston Waterfront,13,2500.0,2600.0,1.46,1710.53,1778.95
2013-08-18,South End,128,3000.0,3072.85,1.7,1769.59,1812.56
2013-08-18,West End,14,2775.0,2837.5,1.14,2428.12,2482.81
2013-08-18,West Roxbury,18,1575.0,1805.56,2.06,766.22,878.38
2013-09-18,Allston,7,2375.0,2525.0,2.71,875.0,930.26
2013-09-18,Back Bay,34,2900.0,3178.68,1.38,2097.87,2299.47
2013-09-18,Bay Village,3,2000.0,2008.33,0.67,3000.0,3012.5
2013-09-18,Beacon Hill,6,2925.0,3008.33,1.5,1950.0,2005.56
2013-09-18,Brighton,15,1725.0,1660.0,1.87,924.11,889.29
2013-09-18,Charlestown,9,2700.0,2480.56,1.11,2430.0,2232.5
2013-09-18,Chinatown,1,1550.0,1550.0,0.0,inf,inf
2013-09-18,Dorchester,12,1550.0,1568.75,2.08,744.0,753.0
2013-09-18,Downtown,11,3300.0,3227.27,1.18,2792.31,2730.77
2013-09-18,East Boston,4,1700.0,1918.75,2.0,850.0,959.38
2013-09-18,Fenway,5,3600.0,3620.0,1.6,2250.0,2262.5
2013-09-18,Hyde Park,1,1350.0,1350.0,2.0,675.0,675.0
2013-09-18,Jamaica Plain,10,2000.0,2095.0,2.4,833.33,872.92
2013-09-18,Mattapan,6,1725.0,1716.67,3.33,517.5,515.0
2013-09-18,Mission Hill,3,2200.0,2358.33,1.67,1320.0,1415.0
2013-09-18,North End,9,2650.0,3319.44,2.0,1325.0,1659.72
2013-09-18,Roslindale,3,1900.0,1916.67,2.0,950.0,958.33
2013-09-18,Roxbury,5,1500.0,1490.0,1.6,937.5,931.25
2013-09-18,South Boston,21,2600.0,2546.43,2.19,1186.96,1162.5
2013-09-18,South Boston Waterfront,1,2900.0,2900.0,1.0,2900.0,2900.0
2013-09-18,South End,21,2700.0,2738.1,1.38,1955.17,1982.76
2013-09-18,West Roxbury,4,1700.0,1650.0,1.75,971.43,942.86
2013-10-18,Allston,90,1862.5,2040.56,1.94,957.86,1049.43
2013-10-18,Back Bay,177,2900.0,3143.36,1.28,2261.23,2450.99
2013-10-18,Bay Village,7,2550.0,2375.0,1.14,2231.25,2078.12
2013-10-18,Beacon Hill,58,2600.0,2757.76,1.41,1839.02,1950.61
2013-10-18,Brighton,153,1900.0,2110.46,2.24,850.0,944.15
2013-10-18,Charlestown,45,2500.0,2581.67,1.42,1757.81,1815.23
2013-10-18,Chinatown,15,3625.0,3525.0,1.33,2718.75,2643.75
2013-10-18,Dorchester,84,1700.0,1822.02,2.4,706.93,757.67
2013-10-18,Downtown,70,3337.5,3501.79,1.41,2359.85,2476.01
2013-10-18,East Boston,32,1800.0,1784.38,2.31,778.38,771.62
2013-10-18,Fenway,89,2250.0,2493.82,1.3,1726.29,1913.36
2013-10-18,Hyde Park,6,1487.5,1525.0,1.67,892.5,915.0
2013-10-18,Jamaica Plain,58,1950.0,2106.03,2.24,870.0,939.62
2013-10-18,Leather District,2,2950.0,2950.0,2.5,1180.0,1180.0
2013-10-18,Longwood Medical Area,3,1900.0,2008.33,1.67,1140.0,1205.0
2013-10-18,Mattapan,9,1600.0,1594.44,3.11,514.29,512.5
2013-10-18,Mission Hill,19,1900.0,2092.11,1.32,1444.0,1590.0
2013-10-18,North End,46,2650.0,2736.41,1.8,1468.67,1516.57
2013-10-18,Roslindale,33,1800.0,1808.33,2.42,742.5,745.94
2013-10-18,Roxbury,53,1850.0,2045.75,2.17,852.61,942.83
2013-10-18,South Boston,117,2600.0,2662.61,2.01,1294.47,1325.64
2013-10-18,South Boston Waterfront,19,2600.0,2688.16,1.26,2058.33,2128.12
2013-10-18,South End,105,2675.0,2810.0,1.56,1712.65,1799.09
2013-10-18,West End,9,2800.0,3050.0,1.44,1938.46,2111.54
2013-10-18,West Roxbury,26,1525.0,1823.08,1.88,809.18,967.35
2013-11-18,Allston,1,1800.0,1800.0,2.0,900.0,900.0
2013-11-18,Back Bay,3,3950.0,4016.67,2.0,1975.0,2008.33
2013-11-18,Beacon Hill,1,6000.0,6000.0,4.0,1500.0,1500.0
2013-11-18,Brighton,3,2000.0,2091.67,2.0,1000.0,1045.83
2013-11-18,Charlestown,5,3050.0,2915.0,1.8,1694.44,1619.44
2013-11-18,Dorchester,2,1562.5,1562.5,2.5,625.0,625.0
2013-11-18,Downtown,3,3150.0,3266.67,1.0,3150.0,3266.67
2013-11-18,Fenway,6,3550.0,3658.33,1.5,2366.67,2438.89
2013-11-18,Mission Hill,2,2850.0,2850.0,1.5,1900.0,1900.0
2013-11-18,North End,3,2000.0,3200.0,1.33,1500.0,2400.0
2013-11-18,Roslindale,2,1237.5,1237.5,1.5,825.0,825.0
2013-11-18,Roxbury,1,2825.0,2825.0,1.0,2825.0,2825.0
2013-11-18,South Boston,5,1900.0,2795.0,2.4,791.67,1164.58
2013-11-18,South End,2,2400.0,2400.0,1.5,1600.0,1600.0
2013-11-18,West End,1,2275.0,2275.0,0.0,inf,inf
2013-11-18,West Roxbury,1,1375.0,1375.0,2.0,687.5,687.5
2013-11-21,Allston,1,1800.0,1800.0,2.0,900.0,900.0
2013-11-21,Back Bay,3,3950.0,4016.67,2.0,1975.0,2008.33
2013-11-21,Beacon Hill,1,6000.0,6000.0,4.0,1500.0,1500.0
2013-11-21,Brighton,3,2000.0,2091.67,2.0,1000.0,1045.83
2013-11-21,Charlestown,3,3525.0,3366.67,2.0,1762.5,1683.33
2013-11-21,Dorchester,2,1562.5,1562.5,2.5,625.0,625.0
2013-11-21,Downtown,3,3075.0,3066.67,1.0,3075.0,3066.67
2013-11-21,Fenway,6,3550.0,3716.67,1.67,2130.0,2230.0
2013-11-21,Mission Hill,2,2850.0,2850.0,1.5,1900.0,1900.0
2013-11-21,North End,2,4000.0,4000.0,1.5,2666.67,2666.67
2013-11-21,Roslindale,1,1375.0,1375.0,2.0,687.5,687.5
2013-11-21,South Boston,6,1900.0,2337.5,2.33,814.29,1001.79
2013-11-21,South Boston Waterfront,1,1375.0,1375.0,2.0,687.5,687.5
2013-11-21,South End,2,2400.0,2400.0,1.5,1600.0,1600.0
2013-11-21,West End,1,2275.0,2275.0,0.0,inf,inf
2013-11-21,West Roxbury,1,1375.0,1375.0,2.0,687.5,687.5
2013-12-18,Allston,262,1525.0,1869.37,1.81,842.93,1033.28
2013-12-18,Back Bay,232,2700.0,2949.68,1.13,2381.75,2602.0
2013-12-18,Bay Village,9,2300.0,2583.33,1.22,1881.82,2113.64
2013-12-18,Beacon Hill,113,2400.0,2458.41,1.29,1857.53,1902.74
2013-12-18,Brighton,332,1600.0,1806.63,1.8,891.28,1006.38
2013-12-18,Charlestown,57,2400.0,2453.51,1.39,1731.65,1770.25
2013-12-18,Chinatown,9,2400.0,2702.78,1.78,1350.0,1520.31
2013-12-18,Dorchester,174,1500.0,1463.94,1.94,772.19,753.62
2013-12-18,Downtown,114,2575.0,2848.25,1.21,2127.17,2352.9
2013-12-18,East Boston,93,1450.0,1487.37,1.96,740.93,760.03
2013-12-18,Fenway,259,2000.0,2365.54,1.56,1279.01,1512.78
2013-12-18,Hyde Park,16,1425.0,1345.31,1.88,760.0,717.5
2013-12-18,Jamaica Plain,120,1825.0,1862.92,2.01,908.71,927.59
2013-12-18,Leather District,2,3200.0,3200.0,1.5,2133.33,2133.33
2013-12-18,Longwood Medical Area,13,1750.0,1782.69,1.08,1625.0,1655.36
2013-12-18,Mattapan,27,1600.0,1555.56,2.7,591.78,575.34
2013-12-18,Mission Hill,85,1425.0,2080.59,1.92,743.1,1084.97
2013-12-18,North End,81,2300.0,2364.51,1.47,1565.55,1609.45
2013-12-18,Roslindale,49,1400.0,1382.65,1.55,902.63,891.45
2013-12-18,Roxbury,103,1675.0,1791.26,1.72,974.72,1042.37
2013-12-18,South Boston,179,2150.0,2159.92,1.66,1295.79,1301.77
2013-12-18,South Boston Waterfront,46,2587.5,2696.2,0.98,2645.0,2756.11
2013-12-18,South End,142,2600.0,2693.31,1.42,1836.82,1902.74
2013-12-18,West End,35,2400.0,2673.57,1.09,2210.53,2462.5
2013-12-18,West Roxbury,56,1600.0,1603.12,1.61,995.56,997.5
2014-01-18,Allston,24,1150.0,1432.29,1.0,1150.0,1432.29
2014-01-18,Back Bay,25,2400.0,2611.0,0.68,3529.41,3839.71
2014-01-18,Bay Village,1,1650.0,1650.0,0.0,inf,inf
2014-01-18,Beacon Hill,19,2200.0,2306.58,0.32,6966.67,7304.17
2014-01-18,Brighton,44,775.0,1040.34,0.5,1550.0,2080.68
2014-01-18,Charlestown,19,2100.0,2434.21,0.58,3627.27,4204.55
2014-01-18,Chinatown,1,2500.0,2500.0,0.0,inf,inf
2014-01-18,Dorchester,17,1400.0,1311.76,0.59,2380.0,2230.0
2014-01-18,Downtown,14,2600.0,2594.64,0.21,12133.33,12108.33
2014-01-18,East Boston,3,1150.0,1150.0,0.0,inf,inf
2014-01-18,Fenway,24,1925.0,2061.46,0.58,3300.0,3533.93
2014-01-18,Hyde Park,1,1800.0,1800.0,0.0,inf,inf
2014-01-18,Jamaica Plain,14,800.0,1246.43,0.36,2240.0,3490.0
2014-01-18,Mattapan,3,2700.0,2700.0,0.0,inf,inf
2014-01-18,Mission Hill,24,1337.5,1764.58,0.75,1783.33,2352.78
2014-01-18,North End,8,2075.0,1937.5,0.88,2371.43,2214.29
2014-01-18,Roslindale,8,1450.0,1600.0,0.62,2320.0,2560.0
2014-01-18,Roxbury,15,700.0,1026.67,0.8,875.0,1283.33
2014-01-18,South Boston,10,1925.0,2125.0,1.4,1375.0,1517.86
2014-01-18,South Boston Waterfront,7,2450.0,2296.43,0.43,5716.67,5358.33
2014-01-18,South End,8,2900.0,2821.88,0.25,11600.0,11287.5
2014-01-18,West End,4,1200.0,1200.0,0.0,inf,inf
2014-01-18,West Roxbury,10,1762.5,1822.5,0.9,1958.33,2025.0
2014-02-18,Allston,51,1400.0,1801.96,1.41,991.67,1276.39
2014-02-18,Back Bay,15,2100.0,2660.0,0.67,3150.0,3990.0
2014-02-18,Bay Village,1,1300.0,1300.0,0.0,inf,inf
2014-02-18,Beacon Hill,7,1800.0,1771.43,0.14,12600.0,12400.0
2014-02-18,Brighton,98,1950.0,2045.41,1.72,1130.77,1186.09
2014-02-18,Charlestown,12,1725.0,1912.5,0.58,2957.14,3278.57
2014-02-18,Chinatown,1,1475.0,1475.0,1.0,1475.0,1475.0
2014-02-18,Dorchester,28,1450.0,1456.25,0.29,5075.0,5096.88
2014-02-18,Downtown,14,3275.0,3462.5,0.71,4585.0,4847.5
2014-02-18,East Boston,8,1950.0,1834.38,1.38,1418.18,1334.09
2014-02-18,Fenway,18,3162.5,2923.61,1.22,2587.5,2392.05
2014-02-18,Hyde Park,5,1800.0,1610.0,0.2,9000.0,8050.0
2014-02-18,Jamaica Plain,16,1150.0,1400.0,0.88,1314.29,1600.0
2014-02-18,Leather District,4,575.0,575.0,3.0,191.67,191.67
2014-02-18,Mission Hill,11,900.0,1554.55,0.73,1237.5,2137.5
2014-02-18,North End,11,1850.0,1959.09,0.36,5087.5,5387.5
2014-02-18,Roslindale,2,1062.5,1062.5,1.0,1062.5,1062.5
2014-02-18,Roxbury,8,1112.5,1606.25,1.0,1112.5,1606.25
2014-02-18,South Boston,18,2050.0,2009.72,0.89,2306.25,2260.94
2014-02-18,South Boston Waterfront,6,2450.0,2441.67,0.33,7350.0,7325.0
2014-02-18,South End,14,2075.0,3225.0,1.0,2075.0,3225.0
2014-02-18,West Roxbury,7,1525.0,1800.0,0.71,2135.0,2520.0
2014-03-18,Allston,740,2050.0,2350.47,2.43,843.25,966.84
2014-03-18,Back Bay,884,2500.0,2801.73,1.14,2196.82,2461.95
2014-03-18,Bay Village,58,2400.0,2584.91,1.45,1657.14,1784.82
2014-03-18,Beacon Hill,193,2500.0,2513.99,1.3,1930.0,1940.8
2014-03-18,Brighton,804,1950.0,2136.47,2.16,902.07,988.33
2014-03-18,Charlestown,94,2475.0,2434.84,1.38,1789.62,1760.58
2014-03-18,Chinatown,27,3175.0,3400.0,1.48,2143.12,2295.0
2014-03-18,Dorchester,164,1700.0,1642.23,1.88,902.27,871.6
2014-03-18,Downtown,201,2900.0,3060.95,1.24,2331.6,2461.0
2014-03-18,East Boston,117,1900.0,1847.22,2.2,864.98,840.95
2014-03-18,Fenway,684,2350.0,2536.62,1.52,1542.61,1665.12
2014-03-18,Hyde Park,13,1450.0,1473.08,1.38,1047.22,1063.89
2014-03-18,Jamaica Plain,241,2000.0,2119.61,2.16,925.14,980.47
2014-03-18,Leather District,6,2175.0,2441.67,1.83,1186.36,1331.82
2014-03-18,Longwood Medical Area,17,2175.0,2230.88,1.35,1607.61,1648.91
2014-03-18,Mattapan,6,1700.0,2112.5,2.5,680.0,845.0
2014-03-18,Mission Hill,212,2300.0,2576.3,2.38,965.54,1081.53
2014-03-18,North End,150,2425.0,2411.17,1.45,1676.27,1666.71
2014-03-18,Roslindale,51,1700.0,1668.14,1.88,903.12,886.2
2014-03-18,Roxbury,159,2400.0,2662.74,2.28,1054.14,1169.54
2014-03-18,South Boston,221,2400.0,2367.65,1.69,1421.98,1402.82
2014-03-18,South Boston Waterfront,75,2800.0,2966.0,1.04,2692.31,2851.92
2014-03-18,South End,437,2650.0,2863.39,1.35,1956.17,2113.68
2014-03-18,West End,59,2500.0,2778.39,1.1,2269.23,2521.92
2014-03-18,West Roxbury,41,1650.0,1764.02,1.78,926.71,990.75
2014-04-18,Allston,682,1950.0,2197.07,2.24,868.65,978.71
2014-04-18,Back Bay,700,2650.0,2992.68,1.22,2169.59,2450.15
2014-04-18,Bay Village,59,2500.0,2629.24,1.51,1657.3,1742.98
2014-04-18,Beacon Hill,163,2200.0,2401.38,1.18,1867.71,2038.67
2014-04-18,Brighton,839,2025.0,2184.59,2.22,913.43,985.42
2014-04-18,Charlestown,65,2500.0,2552.69,1.28,1957.83,1999.1
2014-04-18,Chinatown,30,2075.0,2348.33,0.9,2305.56,2609.26
2014-04-18,Dorchester,168,1650.0,1539.43,1.8,917.88,856.37
2014-04-18,Downtown,159,2900.0,3143.55,1.3,2238.35,2426.33
2014-04-18,East Boston,90,1750.0,1757.22,2.07,846.77,850.27
2014-04-18,Fenway,517,2025.0,2422.63,1.42,1426.33,1706.4
2014-04-18,Hyde Park,12,1337.5,1302.08,1.17,1146.43,1116.07
2014-04-18,Jamaica Plain,196,1925.0,1955.74,2.03,950.38,965.55
2014-04-18,Leather District,4,2875.0,2543.75,1.5,1916.67,1695.83
2014-04-18,Longwood Medical Area,12,1675.0,1656.25,0.83,2010.0,1987.5
